iter	Logloss
137	0.3228768797
138	0.3220358401
139	0.3204158054
140	0.3197321251
141	0.3188930246
142	0.3179944739
143	0.3167884895
144	0.3158847391
145	0.3149637
146	0.314200178
147	0.3128159541
148	0.3117991042
149	0.3106443373
150	0.3093419867
151	0.3088758285
152	0.3083060293
153	0.3074603841
154	0.3062427634
155	0.3055559496
156	0.3053344073
157	0.3047454846
158	0.3044020067
159	0.3027573743
160	0.3014649726
161	0.3008531404
162	0.3001631207
163	0.2986953891
164	0.2981126356
165	0.2962461293
166	0.2951905669
167	0.2943826285
168	0.2927440083
169	0.2913261395
170	0.2905124719
171	0.2894368459
172	0.2888144435
173	0.2876893242
174	0.2869220132
175	0.2860424365
176	0.2846800522
177	0.2840568254
178	0.2836736315
179	0.2824026814
180	0.2817560911
181	0.2809052259
182	0.2795792252
183	0.2788031612
184	0.2781224739
185	0.2771482766
186	0.276360041
187	0.2758832333
188	0.2743744403
189	0.2732197378
190	0.2725523603
191	0.2721342084
192	0.2713339314
193	0.2705442177
194	0.2690632966
195	0.2679602778
196	0.267063172
197	0.266564231
198	0.2661709231
199	0.2657154519
200	0.2643509818
201	0.2628526688
202	0.26201939
203	0.2612229436
204	0.2601047534
205	0.2596878381
206	0.2582331642
207	0.257862037
208	0.2562291484
209	0.2558874526
210	0.2548874707
211	0.2534513983
212	0.2525590305
213	0.2513218335
214	0.2505758501
215	0.2499539897
216	0.2487669325
217	0.2481587608
218	0.2473322712
219	0.2467880733
220	0.2463600222
221	0.2453555455
222	0.2442269991
223	0.2433474295
224	0.2424469858
225	0.2414399075
226	0.2398596834
227	0.2389068578
228	0.2383344791
229	0.2376087772
230	0.2371339732
231	0.2364601377
232	0.2354818887
233	0.2345935749
234	0.2340460794
235	0.233433168
236	0.2327160951
237	0.2318108366
238	0.2310992267
239	0.2298907833
240	0.2295162301
241	0.2287452153
242	0.2275872379
243	0.2265651003
244	0.2255406864
245	0.2246246562
246	0.2242323808
247	0.2234301522
248	0.2222872391
249	0.2217992638
250	0.220645552
251	0.2193780283
252	0.2187722217
253	0.2174778728
254	0.2166919113
255	0.2153226385
256	0.2147355585
257	0.2142915186
258	0.2135878788
259	0.2130836789
260	0.2117274476
261	0.2111539763
262	0.2098204867
263	0.2090050007
264	0.2084132421
265	0.207515577
266	0.206991435
267	0.2062595848
268	0.2052135493
269	0.2040954701
270	0.2035809502
271	0.2027984901
272	0.2022825794
273	0.2013294477
274	0.2003429206
275	0.1992667617
276	0.1989707338
277	0.1986634086
278	0.198151441
279	0.1975079714
280	0.1971743994
281	0.1967123608
282	0.1956486799
283	0.1951480128
284	0.194762455
285	0.1945474317
286	0.193358821
287	0.1922508639
288	0.1922036985
289	0.1910340916
290	0.1905080862
291	0.1897696869
292	0.189134146
293	0.1883489179
294	0.1876724944
295	0.1872670857
296	0.1867405489
297	0.1864249967
298	0.1861317355
299	0.1860450988
300	0.1851511265
301	0.1839217794
302	0.1829230664
303	0.1821235311
304	0.1810017216
305	0.1799134434
306	0.1788864989
307	0.1777679647
308	0.1764054788
309	0.1753933
310	0.1746208056
311	0.1745564285
312	0.1737167191
313	0.1733200813
314	0.1721785631
315	0.1715781947
316	0.1704820673
317	0.1698838239
318	0.1688771437
319	0.1683515624
320	0.1679366233
321	0.166809953
322	0.1664086832
323	0.1659307771
324	0.1649811319
325	0.1642432805
326	0.1632632804
327	0.162828074
328	0.1619901952
329	0.1614998841
330	0.1609282476
331	0.1602801367
332	0.1597050186
333	0.1591499476
334	0.1587801078
335	0.1582479583
336	0.1579947852
337	0.1573175789
338	0.1563245368
339	0.1557340069
340	0.155206375
341	0.1542372354
342	0.1534293161
343	0.1525454716
344	0.1519846919
345	0.1512279075
346	0.1506732882
347	0.1500827445
348	0.1496228829
349	0.1491983517
350	0.1483620678
351	0.1478076564
352	0.1469860189
353	0.1464732703
354	0.1459000309
355	0.1451645944
356	0.144772106
357	0.1444936058
358	0.1438415822
359	0.1429961828
360	0.1423723613
361	0.1418075414
362	0.1410932747
363	0.1402864508
364	0.1394839328
365	0.1388173153
366	0.1382768128
367	0.1381994908
368	0.1377121195
369	0.1371940057
370	0.1362389558
371	0.1358502925
372	0.1351656224
373	0.1343958664
374	0.1338770614
375	0.1335341287
376	0.1328584227
377	0.1325228725
378	0.1322418292
379	0.1318072377
380	0.1314203943
381	0.1310603399
382	0.13072197
383	0.1303751377
384	0.1295423322
385	0.1291737104
386	0.1285506697
387	0.1281107861
388	0.1275888443
389	0.1274690855
390	0.1269197071
391	0.1262229696
392	0.1255019738
393	0.1251610068
394	0.1246728126
395	0.1241989744
396	0.1238916327
397	0.1235621522
398	0.1229831709
399	0.1225625746
400	0.1221310309
401	0.1214717744
402	0.1207813081
403	0.1204764555
404	0.1199564715
405	0.1195448857
406	0.119252531
407	0.1188743818
408	0.1181162982
409	0.1176696734
410	0.1170756123
411	0.1166631279
412	0.1163270399
413	0.1157922569
414	0.1153036159
415	0.1149007691
416	0.1141224346
417	0.1137782548
418	0.1132498189
419	0.1126553813
420	0.112163847
421	0.1114712164
422	0.1109576508
423	0.1105161613
424	0.1104790307
425	0.11014471
426	0.1097776809
427	0.1092136518
428	0.1087641522
429	0.10873794
430	0.1087203701
431	0.1082992261
432	0.1079196336
433	0.1076571211
434	0.1073129817
435	0.1070112492
436	0.1067455124
437	0.1064537383
438	0.1061274024
439	0.1061084334
440	0.1056204164
441	0.1054364428
442	0.1051254422
443	0.1047157662
444	0.1044009863
445	0.1039730308
446	0.1039589113
447	0.1036682496
448	0.1036506334
449	0.1032791676
450	0.1029414093
451	0.1026564237
452	0.1022388299
453	0.10221137
454	0.1018509702
455	0.1017369623
456	0.1012925399
457	0.1009050604
458	0.1004500526
459	0.100246093
460	0.1002276431
461	0.1001041621
462	0.09960907658
463	0.09927183593
464	0.09900474555
465	0.09868869066
466	0.0982880263
467	0.09812830765
468	0.09755776488
469	0.09726053137
470	0.09701983737
471	0.09673315962
472	0.09647665849
473	0.09612642007
474	0.0959202157
475	0.09564749276
476	0.09514732251
477	0.09474278728
478	0.09451136383
479	0.0941137128
480	0.09366351253
481	0.09325460204
482	0.09306069913
483	0.09282260044
484	0.09249375278
485	0.0922218525
486	0.09199227319
487	0.09176480083
488	0.09163344285
489	0.0914413991
490	0.09093062077
491	0.09059055288
492	0.09036576543
493	0.09004740179
494	0.08985007474
495	0.08961437047
496	0.08924280474
497	0.0890742106
498	0.08877151406
499	0.08859085991
500	0.08817968312
501	0.08794996611
502	0.08774614519
503	0.08760451318
504	0.08743312913
505	0.08707358188
506	0.08695028761
507	0.08679771585
508	0.08648642374
509	0.08647207346
510	0.08612213973
511	0.0857339398
512	0.08553632314
513	0.08506976709
514	0.08460101061
515	0.08437462315
516	0.08410439758
517	0.08378005983
518	0.08341629425
519	0.08325988158
520	0.08292371591
521	0.08240369456
522	0.08218233825
523	0.08201996881
524	0.08186995965
525	0.08159111161
526	0.08139882587
527	0.08121244847
528	0.08102406559
529	0.0809048488
530	0.08059857677
531	0.0803880325
532	0.08022226356
533	0.0799422745
534	0.07970099128
535	0.07944755129
536	0.07917392042
537	0.07904414826
538	0.07902880091
539	0.078835464
540	0.07867928597
541	0.07847261295
542	0.07816034726
543	0.07798058487
544	0.07765102137
545	0.07734739686
546	0.07717966385
547	0.076876339
548	0.07665746562
549	0.076294432
550	0.07612167345
551	0.07579259424
552	0.07559536621
553	0.07536232428
554	0.07513728447
555	0.07487150863
556	0.07485996101
557	0.07474205839
558	0.07456443719
559	0.07440091384
560	0.07412472217
561	0.07385968461
562	0.07354503965
563	0.07342884244
564	0.07328246492
565	0.0729789613
566	0.07272589043
567	0.0726391599
568	0.07242819127
569	0.07220433922
570	0.07201023139
571	0.07180254454
572	0.07168304678
573	0.07138891693
574	0.07128518658
575	0.07098728672
576	0.07081912839
577	0.07064498753
578	0.07048554619
579	0.07034025074
580	0.07018102429
581	0.06990706212
582	0.06971853
583	0.06966107542
584	0.06942588195
585	0.06923457514
586	0.06896912244
587	0.06896138173
588	0.0686947392
589	0.06851089278
590	0.06836721783
591	0.06816747266
592	0.06789287553
593	0.06755274453
594	0.06733565102
595	0.06719077817
596	0.06706122355
597	0.0668776326
598	0.06660577886
599	0.06634233857
600	0.06609330626
601	0.06585230473
602	0.06566394752
603	0.06553932699
604	0.0655303853
605	0.06528495444
606	0.06495586158
607	0.06482100261
608	0.06467936758
609	0.06460186581
610	0.06442041614
611	0.06409249358
612	0.06380900053
613	0.06355282777
614	0.06344306633
615	0.06335867904
616	0.06316375652
617	0.06295890534
618	0.06265543863
619	0.06247134892
620	0.0622928259
621	0.0622363019
622	0.06212926019
623	0.06189221054
624	0.06159637142
625	0.06145987378
626	0.06132161405
627	0.0611377378
628	0.0609543908
629	0.06075289172
630	0.06062515901
631	0.06052678994
632	0.06039346928
633	0.06013841051
634	0.05998892771
635	0.05978798421
636	0.05954630262
637	0.05934513875
638	0.05917270027
639	0.05914743095
640	0.05903384447
641	0.05891401934
642	0.05872517404
643	0.05853216717
644	0.05846435159
645	0.05836802038
646	0.05824885734
647	0.05809459584
648	0.05796130892
649	0.05781013251
650	0.05769326692
651	0.05754159056
652	0.05741169126
653	0.05723748121
654	0.05713192251
655	0.05689310222
656	0.05681919122
657	0.05670773065
658	0.05646265556
659	0.05628236691
660	0.05607145698
661	0.05586330339
662	0.05567910034
663	0.05549337722
664	0.0554403905
665	0.05538222298
666	0.05517920463
667	0.05507096694
668	0.05486967735
669	0.05473246016
670	0.05471580274
671	0.0545442818
672	0.054348852
673	0.05429823948
674	0.05418349696
675	0.05404810425
676	0.05400971112
677	0.05389144823
678	0.053758606
679	0.05374454971
680	0.05367631471
681	0.05351742822
682	0.05329370072
683	0.05314584685
684	0.05302840325
685	0.05285897552
686	0.05270395817
687	0.05255470191
688	0.05242209811
689	0.05231670151
690	0.05224614018
691	0.05209630534
692	0.05196828644
693	0.0518483194
694	0.05172239833
695	0.05155501041
696	0.05142710879
697	0.05131972374
698	0.05117013516
699	0.05095294741
700	0.05071219407
701	0.05065802186
702	0.05053194008
703	0.05042470296
704	0.05026459964
705	0.05013000586
706	0.05007899107
707	0.04998542398
708	0.04979227167
709	0.0496820488
710	0.04958179194
711	0.0493918984
712	0.04929540211
713	0.04925185575
714	0.04910889775
715	0.04900097857
716	0.04887922424
717	0.04878271985
718	0.04861217496
719	0.04845278105
720	0.04826802149
721	0.04817678661
722	0.04808679048
723	0.04794559575
724	0.04780414179
725	0.04768135429
726	0.04750881297
727	0.04743812714
728	0.04725890088
729	0.04708914061
730	0.04702082682
731	0.04691590741
732	0.04691124288
733	0.04682574425
734	0.04665144646
735	0.04659430408
736	0.04653371977
737	0.04635865706
738	0.04630143517
739	0.04614774142
740	0.04607448894
741	0.04590935242
742	0.04585377631
743	0.04572767132
744	0.04564352037
745	0.04553791006
746	0.04546865364
747	0.04534607599
748	0.0452594203
749	0.04519088506
750	0.04512021566
751	0.04498366069
752	0.04485102189
753	0.04484254177
754	0.04471712613
755	0.04467967882
756	0.04452208937
757	0.04436972382
758	0.04424023792
759	0.04417230001
760	0.04407755614
761	0.04391037545
762	0.0437838034
763	0.04363503387
764	0.04352198278
765	0.04342820028
766	0.04336631495
767	0.04327449198
768	0.0432104016
769	0.04313311134
770	0.04299859549
771	0.042929975
772	0.0427907693
773	0.04268169905
774	0.04257174999
775	0.04247477768
776	0.04242442778
777	0.04230147169
778	0.04215067886
779	0.04208708098
780	0.04197391864
781	0.04188506304
782	0.0417630677
783	0.04162682076
784	0.04153702017
785	0.04141890243
786	0.04126465015
787	0.04113078856
788	0.04093503432
789	0.04081984008
790	0.04076236548
791	0.04067667138
792	0.04058031094
793	0.04055075759
794	0.04036564928
795	0.0402857161
796	0.04021711085
797	0.04014327783
798	0.04006139696
799	0.03994627448
800	0.0398756309
801	0.03983240173
802	0.03975718094
803	0.03968922162
804	0.0395965818
805	0.03946561554
806	0.03939656664
807	0.0393185541
808	0.03925192558
809	0.03920452561
810	0.03914607703
811	0.03906035963
812	0.03905524674
813	0.03897469213
814	0.03896257336
815	0.03895877019
816	0.03895566557
817	0.03891519304
818	0.03883324852
819	0.03879735087
820	0.03868028595
821	0.03864463935
822	0.03854851885
823	0.03853295895
824	0.03845112358
825	0.03840829512
826	0.03831542696
827	0.03818706917
828	0.03818271377
829	0.03817961194
830	0.03812543471
831	0.0380312452
832	0.03794752343
833	0.03780024617
834	0.0377122412
835	0.03763004313
836	0.03756432431
837	0.03749906005
838	0.03747891279
839	0.03743852962
840	0.03736929704
841	0.03720265673
842	0.03709918712
843	0.0369892384
844	0.03698609754
845	0.03698242579
846	0.03691646813
847	0.0368779971
848	0.03687512951
849	0.0368312586
850	0.0367897553
851	0.03674310516
852	0.03664214622
853	0.03650568307
854	0.0365031011
855	0.03646045404
856	0.03643225061
857	0.0363525205
858	0.03628501489
859	0.03626302596
860	0.03620622895
861	0.03613540177
862	0.03605177691
863	0.03600283736
864	0.03596304227
865	0.0358918145
866	0.03584879268
867	0.03577793446
868	0.03567844417
869	0.03561841511
870	0.03551872888
871	0.0354645036
872	0.03541401966
873	0.03536153567
874	0.03535573311
875	0.03524855528
876	0.03515466796
877	0.03503560612
878	0.03500500597
879	0.03490137124
880	0.03483501672
881	0.0348307319
882	0.03470482455
883	0.03465208764
884	0.03454498515
885	0.03454158228
886	0.03450121801
887	0.03444946861
888	0.0343858268
889	0.03433974633
890	0.03428647446
891	0.03428539961
892	0.03423930752
893	0.03423704214
894	0.03409387561
895	0.03398109335
896	0.03390760422
897	0.03386630299
898	0.03382436292
899	0.03382241493
900	0.0337490249
901	0.0337427408
902	0.03364115206
903	0.03353639697
904	0.0335071801
905	0.03342333985
906	0.0334204489
907	0.03332921083
908	0.03327132971
909	0.03326604349
910	0.03319013646
911	0.03312961854
912	0.03306855844
913	0.03302832996
914	0.03295120731
915	0.03287860397
916	0.03283887128
917	0.03283748614
918	0.03274759259
919	0.03267058852
920	0.03260803253
921	0.03257171348
922	0.03252671217
923	0.0324863919
924	0.03243894419
925	0.03235074484
926	0.03228278132
927	0.03224228055
928	0.03215130109
929	0.03212069973
930	0.03206570375
931	0.03202714267
932	0.03195756761
933	0.031915618
934	0.03188175231
935	0.03182421555
936	0.03173191112
937	0.0316963017
938	0.03163489515
939	0.03153885964
940	0.03153187652
941	0.03148927597
942	0.03140148661
943	0.03132822562
944	0.03125917538
945	0.03117533613
946	0.03113243624
947	0.03108074235
948	0.03101239487
949	0.0310105433
950	0.03090494772
951	0.03090300041
952	0.03087848435
953	0.0307808795
954	0.03070606506
955	0.03070084615
956	0.03061324977
957	0.03051347369
958	0.03045353731
959	0.03036141712
960	0.03028446107
961	0.03021495848
962	0.03017739443
963	0.03011334399
964	0.03003568924
965	0.02999957589
966	0.0298917247
967	0.0298365181
968	0.02974968211
969	0.02966558381
970	0.02962635173
971	0.02959571189
972	0.02956061279
973	0.02949587038
974	0.02942814839
975	0.02940748375
976	0.02937079636
977	0.02933909265
978	0.02928783992
979	0.02921509875
980	0.02913399552
981	0.0290597359
982	0.02898919932
983	0.02889833009
984	0.02881204021
985	0.02877510793
986	0.02869968681
987	0.02863575226
988	0.02859936933
989	0.02859801439
990	0.02855691129
991	0.02847903473
992	0.02844363283
993	0.0284165243
994	0.02837688781
995	0.02832711562
996	0.02828966651
997	0.02824049326
998	0.02822260282
999	0.02818495159
1000	0.02810858629
1001	0.02805667477
1002	0.02800933242
1003	0.0279397196
1004	0.02788156159
1005	0.0278640888
1006	0.02783507737
1007	0.02780827381
1008	0.027780802
1009	0.02771313044
1010	0.02764068584
1011	0.02761503564
1012	0.02757637218
1013	0.02754242319
1014	0.02751398667
1015	0.02747375741
1016	0.02744957406
1017	0.02738830355
1018	0.02738278181
1019	0.0273431032
1020	0.0273272467
1021	0.02725716803
1022	0.02725427625
1023	0.02718605726
1024	0.02718428266
1025	0.02715994407
1026	0.02713529064
1027	0.02706715269
1028	0.02701073424
1029	0.02696798659
1030	0.02693921314
1031	0.02691164308
1032	0.02687600459
1033	0.02683056689
1034	0.02678879059
1035	0.02678406745
1036	0.02672408424
1037	0.02668815473
1038	0.02665549257
1039	0.02661741978
1040	0.02656185578
1041	0.0265117349
1042	0.02647552134
1043	0.02643377348
1044	0.02635137973
1045	0.02630891871
1046	0.02627644641
1047	0.02622533105
1048	0.02618268171
1049	0.02613941897
1050	0.02610181209
1051	0.02602222697
1052	0.02598436627
1053	0.02595973168
1054	0.02594479676
1055	0.02584792441
1056	0.02579757117
1057	0.02574160788
1058	0.02570815046
1059	0.02566656982
1060	0.02565324211
1061	0.02562907397
1062	0.02556858054
1063	0.02556851927
1064	0.02550826197
1065	0.02544946513
1066	0.02543429243
1067	0.02539933862
1068	0.02539934934
1069	0.02537716094
1070	0.02533340722
1071	0.02530630692
1072	0.02527140027
1073	0.02523662268
1074	0.02520775225
1075	0.02518461884
1076	0.025161679
1077	0.02510239188
1078	0.02508105324
1079	0.02504989907
1080	0.02499855283
1081	0.02497676726
1082	0.0249675578
1083	0.02494474176
1084	0.02490619326
1085	0.02485717741
1086	0.02484956954
1087	0.02478165444
1088	0.02473760336
1089	0.02470378689
1090	0.02468420022
1091	0.02464636356
1092	0.02457403362
1093	0.02457343026
1094	0.02450999829
1095	0.02446343393
1096	0.02439551032
1097	0.02434949538
1098	0.0243149764
1099	0.02425684599
1100	0.02420663299
1101	0.02417235763
1102	0.02415109461
1103	0.02415106002
1104	0.02409663437
1105	0.02405431974
1106	0.02402731425
1107	0.02399565746
1108	0.02393578861
1109	0.02387229176
1110	0.02385154063
1111	0.02380113075
1112	0.02379367398
1113	0.02377658565
1114	0.02372070745
1115	0.0236663682
1116	0.02365110089
1117	0.02364786989
1118	0.0236443782
1119	0.02361392994
1120	0.02361133111
1121	0.02358174328
1122	0.0235438371
1123	0.02352496797
1124	0.02350177562
1125	0.02350075656
1126	0.02347218299
1127	0.02344661145
1128	0.02342420345
1129	0.02336617191
1130	0.02331933648
1131	0.02328147487
1132	0.02323346992
1133	0.02320392373
1134	0.02318143835
1135	0.02318031603
1136	0.02318028306
1137	0.02314269222
1138	0.02310976652
1139	0.02304548601
1140	0.02302635108
1141	0.02301176784
1142	0.0229924157
1143	0.02299239458
1144	0.0229444874
1145	0.02291713295
1146	0.02289485825
1147	0.0228652379
1148	0.02281727456
1149	0.02279870449
1150	0.02277371804
1151	0.0227278831
1152	0.02270275417
1153	0.02265892743
1154	0.02260511648
1155	0.02258109564
1156	0.02254246347
1157	0.0225265855
1158	0.02249546722
1159	0.02246634369
1160	0.02242729814
1161	0.02238596019
1162	0.02238598086
1163	0.02234726329
1164	0.0223175835
1165	0.02227632758
1166	0.02223998022
1167	0.02220216174
1168	0.02217338323
1169	0.02213844283
1170	0.02212944176
1171	0.02210560818
1172	0.02208938615
1173	0.02204773569
1174	0.02204777481
1175	0.02202442384
1176	0.02200091848
1177	0.02197202769
1178	0.02191908591
1179	0.02191552438
1180	0.0218727702
1181	0.02185956319
1182	0.02182531824
1183	0.02180558423
1184	0.02176604731
1185	0.02173467538
1186	0.02171078551
1187	0.02165021481
1188	0.02162191725
1189	0.02159132499
1190	0.02154079822
1191	0.02153074522
1192	0.02153071447
1193	0.02149116673
1194	0.02149109313
1195	0.02144026978
1196	0.02142419631
1197	0.02137776754
1198	0.02133181468
1199	0.02129215127
